front,back,sentence,tags,deck
滑らか,なめら-か [2] 【滑らか】 （な形動）[文]ナリ（１）表面が平らですべすべしているさま。つるつるしているさま。また，すべりやすいさま。「―な肌」「―な斜面」「表面を―に削る」「蒼苔路―にして/和漢朗詠（秋）」（２）物事がよどみなく運ぶさま。すらすらと進むさま。「ヨットが湖面を―に進む」「―な口調で話す」[派生] ――さ（名）,,日文N2單字,日文N2單字
ひそひそ,&nbsp;ひそ-ひそ [2][1] （副）偷偷、悄悄、暗中（１）人に聞こえないように小声で話をするさま。「―（と）耳もとでささやく」（２）人に知られないようにこっそりとなにかをするさま。「―（と）何事かたくらむ」(三省堂　スーパー大辞林) ひそひそ〜(と) in a whisper[whispers](小声で);→英和secretly (秘密に).→英和,,日文N2單字,日文N2單字
見逃す,み-のが・す [0][3] 【見逃す】（他五）錯過;饒恕、寬恕;放過、放走（１）気がつかないでそのままにする。見おとす。「誤植を―・す」（２）見て気がついていながら，わざと，とがめないでおく。「ちょっとしたいたずらなので―・してやる」（３）見ることをのがす。「映画を―・す」（４）野球で，打者が好球をバットを振らないで見送る。「絶好球を―・す」[可能] みのがせるみすごす「見過ごす」【他五】忽視、放任。語意：看到了，但沒當回事、沒阻止みおとす「見落とす」【他五】看漏。語意：本來要檢查，結果漏掉細節みのがす「見逃す」【他五】錯過。語意：根本沒看到／錯過機會、鏡頭,,日文N1單字_複合動詞,日文N1單字_複合動詞
操る,あやつ・る [3] 【操る】【他五】耍;耍弄;開動;駕駛;操;掌握（１）道具などをうまく使う。巧みに操作する。「櫂(カイ)を―・る」「五か国語を自由に―・る」（２）糸を引いたりして，人形を動かす。（３）陰にあって，他人を思いどおりに動かす。「世論を―・る」「人ヲ―・ル/日葡」（４）楽器を弾く。「身づから雅音を―・り給ふ/平家 4」[可能] あやつれる(三省堂　スーパー大辞林) あやつる【操る】(1)[操縦]handle;→英和manage;→英和pull&lt;the oar&gt;.→英和(2)[人形など]work&lt;a puppet&gt;;→英和pull the wires (黒幕となる).(英語)を〜 have a good command of (English).,,日文N2單字,日文N2單字
逞しい,たくまし・い [4] 【逞しい】（形）(體格等)健壯的;強壯的;(意誌等)堅強的（１）体つきががっしりしていて強そうである。「筋骨―・い力士」「馬の，極めて太う―・しいが/平家 9」（２）意志が強くて，くじけない。「―・い精神力」（３）力強く頼もしい。活力にみちあふれている。「―・く発展する国々」（４）目を見はるほど盛んである。「―・い食欲」[派生] ――げ（形動）――さ（名）,,日文N2單字,日文N2單字
頑丈,がん-じょう [0] 【頑丈】（な形）構造堅固;身體強健人や物ががっしりとしていて強いさま。非常に丈夫なさま。「―な体」「―にできている」「ガンヂョウナモノ/日葡」〔(1)強健な馬，の意の「五調（歴史的仮名遣いはガンデウ）」と同語源とする説がある。(2)古くから用字が一定せず，語源意識に従って五調・岩乗（ガンジョウ）・岩畳（ガンデフ）などと書かれた。(3)頑丈は明治以後の用字〕[派生] ――さ（名）,,日文N1單字,日文N1單字
シェア,シェア [1] 〖share〗「名、他サ」1.市場佔有率　2.共享，分享（１）分かつこと。共有すること。（２）⇒市場占有率(シジヨウセンユウリツ)マーケットシェア,,日文N2單字,日文N2單字
独占,どく-せん【独占】(名、他サ) 獨佔、壟斷（１）ひとりじめにすること。自分一人のものにすること。「人気を―する」（２）個人あるいは一つの企業が，他の競争者を排除し，市場を支配し，利益をひとりじめにする経済現象。供給を独占する場合を売り手独占，需要を独占する場合を買い手独占という。→寡占(三省堂　スーパー大辞林) どくせん【独占】monopoly.→英和〜する monopolize.→英和‖独占禁止法 the Antimonopoly[Antitrust]Law.独占事[企]業 a monopoly.独占資本 monopolistic capital.独占者 a monopolizer[monopolist];a sole owner.独占欲 possessiveness;a desire to possess&lt;something&gt;(exclusively).,,日文N2單字,日文N2單字
イメージアップ,イメージ-アップ [5] （名、他サ）提高聲譽、改善形象〔和 image＋up〕見かけを洗練して，与える印象をよくすること。⇔イメージ-ダウン〔和 image＋down〕「―をはかる」,,日文N2單字,日文N2單字
今や,いま-や [1] 【今や】（副）現在正是、現在已經＝今くそ(N3)や→強調（１）今こそ。まさに今。「―決起すべき時」（２）今にも。あわや。「波頭の―崩れんとする一瞬」（３）今では。「―天下の横綱だ」,,日文N2單字,日文N2單字
被災,&nbsp;ひ-さい [0] 【被災地】 （名）受災地災害をうけること。罹災(リサイ)。「―地」,,日文N2單字,日文N2單字
支援,し-えん [0] 【支援】 （名他サ）支援他人を支えたすけること。援助。後援。「友人の事業を―する」「―の手をさしのべる」(三省堂　スーパー大辞林) しえん【支援】support;→英和backing.→英和〜する support;→英和back (up).→英和,,日文N2單字,日文N2單字
ビーバー,ビーバー [1] 〖beaver〗名：海貍齧歯(ゲツシ)目の哺乳類。大形の齧歯類で，頭胴長約75センチメートル，尾長約40センチメートル。尾はオール状で，後足に水かきがあり，水中生活に適する。鋭い門歯で木をかじり倒し，ダムを作って小川をせき止め，できた池の中の島や岸に穴を掘って巣を作り，家族で生活する。ヨーロッパ北部と北アメリカ北部に生息する二種がある。毛皮はきわめて優良。海狸(カイリ)。ウミダヌキ。ビーバー[図](三省堂　スーパー大辞林) ビーバー《動》a beaver.→英和,,日文N2單字,日文N2單字
挙げる,あ・げる [0] 【上げる・揚げる・挙げる】 （他動ガ下一）舉例（１）より高い所へ物を移動させる。《上・揚》⇔おろす「たんすを二階に―・げる」「手を頭の上に―・げる」「船から陸に荷を―・げる」（２）地面や水の中など低い所にあったものを，空中や水上などの高い所に動かした状態にする。《上・揚》「原っぱで凧(タコ)を―・げる」「畳を―・げて干す」「網を―・げる」（３）顔や視線など，下向きになっていたものを上向きにする。《上》⇔伏せる「顔を―・げてこちらを見る」「目を―・げて相手を見つめる」（４）熱した油の中に材料を入れて，天ぷら・フライなどを作る。《揚》「天ぷらを―・げる」（５）屋外や土間から人を部屋へ入れる。《上》「客を座敷に―・げる」（６）人を別の場所に行かせる。「使いを―・げる」「息子を奉公に―・げる」（７）自分の子供を学校に入学させる。また，進学させる。《上》「子供が六歳になったら小学校に―・げる」（８）定形のないものやひそんでいたものを，現れるようにする。出す。（ア）煙・炎などを，上方に立ちのぼるようにする。《上》「真っ赤な炎を―・げて燃える」（イ）大きな声を発する。《上・揚》「喚声を―・げる」「金切り声を―・げる」（ウ）利潤やよい成果をおさめる。《上・挙》「多額の利益を―・げる」「好成績を―・げる」（エ）話題となっているものを明確にするために，名称・事実・例・数値などを具体的に示す。《挙》「次期社長の候補として三人の名を―・げる」「例を―・げる」（オ）犯人をつかまえる。証拠などを発見する。《挙》「犯人を―・げる」（９）低い段階・程度にあった物事を，より高い段階・程度に変化させる。高める。《上》⇔さげる「もっと給料を―・げてもらいたい」「あまりスピードを―・げると危険だ」「ピッチを―・げる」「部屋の温度を―・げる」「位(クライ)を―・げる」「成績を―・げるために家庭教師を付ける」（１０）物事を最後までし終える。完了する。《上》「この仕事は今月中に―・げてしまわなければならない」（１１）（「…であげる」の形で）合算した費用・日数などがその範囲内で済むようにする。「総額一千万円で―・げる」（１２）「与える」「やる」の丁寧な言い方。《上》「この本，あなたに―・げます」「ほうびを―・げる」（１３）神仏に供物(クモツ)を捧げたり，祈りの言葉をささげたりする。《上》「お墓に線香を―・げる」「仏前でお経を―・げる」「祝詞(ノリト)を―・げる」（１４）妓楼で，相手を客として中に入れる。「一見(イチゲン)の客は―・げるわけにはいかない」（１５）（芸者を）宴席に呼んで遊ぶ。《揚》「芸者を―・げて遊ぶ」（１６）いったん食べたものを，吐く。対象を省略して自動詞的にも用いる。《上》「船に酔ってすっかり―・げてしまう」（１７）〔生まれた赤ん坊を「取り上げる」ということから〕自分の子供をつくる。儲(モウ)ける。母親にも父親にもいう。《挙》「結婚して一男二女を―・げた」（１８）（「全力をあげる」の形で）すべての能力を出し尽くす。《挙》「問題解決のため全力を―・げる」（１９）（「…をあげて」の形で）構成メンバーがそろって…するさまを表す。《挙》「国を―・げて歓迎する」「世を―・げて」（２０）結婚式を行う。《挙》「教会で結婚式を―・げる」「祝言を―・げる」（２１）潮が満ちて水位が上がる。「夕方になると潮が―・げてくる」（２２）（補助動詞）動詞の連用形に接続助詞「て」の付いた形に付き，主語で表されるサービスの送り手が，他人のためにすることを，送り手の側から表す。（普通は仮名書き）《上》「友達に本を貸して―・げた」「お宅まで送って―・げましょう」〔「…てやる」と異なり，受け手に対する軽い敬意がこめられている。目上に対しては「さしあげる」を用いるのが一般的〕（２３）動詞の連用形に付いて，最後までそれを成し遂げる意を表す。…し終える。《上》「論文を書き―・げる」「一週間でマフラーを編み―・げる」（２４）謙譲の意を表す動詞について，その意味を強める。「申し―・げる」「存じ―・げる」〔上代からの語。「あがる」に対する他動詞〕[慣用] アドバルーンを―・腕を―・産声を―・得手に帆を―・追風(オイテ)に帆を―・おだを―・男を―・凱歌を―・株を―・気炎(キエン)を―・軍配を―・呱呱(ココ)の声を―・腰を―・尻を―・首(シルシ)を―・棚に―・血祭りに―・血道を―・手を―・床(トコ)を―・名を―・名乗りを―・熱を―・音(ネ)を―・狼煙(ノロシ)を―・旗を―・一旗―・悲鳴を―・兵を―・星を―・神輿(ミコシ)を―・メートルを―・槍玉に―/三日にあげず・諸手(モロテ)を挙げて,,日文N2單字,日文N2單字
胡桃,くるみ [0][3] 【胡桃】名：クルミ科クルミ属の落葉高木または低木の総称。果実の核は球形・鈴形などできわめて堅い。中の子葉は食用。また，油脂をとる。古くから樹皮や果皮の煎汁を染料にした。普通，山地に自生するオニグルミや栽培するテウチグルミをさす。[季]秋。《―割る夜のまどゐに加はりし/虚子》(三省堂　スーパー大辞林) くるみ【胡桃】a walnut.→英和,,日文N2單字,日文N2單字
ヨガ,ヨガ [1] 〖梵 yoga〗⇒ヨーガ(三省堂　スーパー大辞林) ヨガyoga.→英和ヨガ行者 a yogi.→英和,,日文N2單字,日文N2單字
雨上がり,あめ-あがり [3] 【雨上(が)り】名：雨後雨のやんだすぐあと。あまあがり。,,日文N2單字,日文N2單字
体調を崩す/壊す,たいちょうをくずす。搞壞身體,,日文N2單字,日文N2單字
難民,なん-みん [0][3] 【難民】名（１）天災・戦禍などによって生活が困窮し，住んでいた土地を離れ安全な場所へのがれて来た人々。「―キャンプ」（２）人種・宗教・政治的意見などを理由に迫害を受けるおそれがあるために国を出た人。亡命者。→流民(三省堂　スーパー大辞林) なんみん【難民】refugees (避難者);sufferers (被災者).‖難民収容所 a refugee reception center.,,日文N2單字,日文N2單字
近隣,きん-りん [0] 【近隣】名：鄰近。近隣諸国自分が住んでいる近所。隣近所。「―に迷惑をかける」「―諸国【しょこく】」=近く「名」,,日文N2單字,日文N2單字
側面,そく-めん [0][3] 【側面】名１。物體的側面、旁面２。事物的另一面（１）物の横の面。また，上下・前後の面以外の面。（２）〔数〕 立体の底面以外の面。（３）脇。中心・正面からはずれた所。「―から援助する」（４）種々な性質・特質のうちの一つ。一面。「スターの良き父親としての―を紹介する」,,日文N2單字,日文N2單字
ファインプレー,"ファイン-プレー [5] 名詞：〖fine play〗野球用語スポーツで，すばらしい技。美技。妙技。「―を演ずる」妙技,絕技,出色的演技.&lt;把球接得很好&gt;(英) fine play",,日文N2單字,日文N2單字
スポット,スポット [2] 〖spot〗名：地點（１）点。しみ。よごれ。（２）場所。地点。（３）（ビリヤードで）（ア）目印として小さな黒点のついた白球。（イ）球を置くために台上に付けられた小黒点。（４）飛行場で，乗客が乗降したり，貨物を積み下ろしする地点。駐機場。（５）「スポット広告」の略。（６）スポット-ライトの略。（７）当用買いの対象となる，現物。(三省堂　スーパー大辞林) スポット〜放送 spot broadcasting.スポットライト a spotlight.→英和,,日文N2單字,日文N2單字
学割,がく-わり [0] 【学割】名：學生優惠「学生割引」の略。「―がきく」,,日文N2單字,日文N2單字
気が引ける,きがひける.不好意思，羞愧，畏首畏尾。 （気おくれがする。引け目を感じる。）,,日文N2單字,日文N2單字
論説文,ろんせつ-ぶん [0][4] 【論説文】名詞論説の文章。また，その文体。,,日文N2單字,日文N2單字
家畜,か-ちく [0] 【家畜】名：人間が生活に役立てるために飼育する動物。牛・馬・鶏・羊・豚・犬など。かちく【家畜】a domestic animal;livestock.→英和家畜病院 a hospital for domestic animals;a pets' hospital (犬・猫の).,,日文N2單字,日文N2單字
襲う,おそ・う [0][2] 【襲う】（他動）襲擊、侵襲襲われる「被動態」〔「押す」に接尾語「ふ」の付いた「おさふ」の転〕（１）不意に攻めかかる。「暴漢に―・われる」（２）風雨・地震などが被害を及ぼす。「台風が九州を―・う」（３）不意に押しかける。また，不意にやって来る。「友人の家を―・って御馳走になる」「強迫観念に―・われる」（４）地位や名跡を受け継ぐ。跡を継ぐ。「父のあとを―・って家元になる」（５）物の怪(ケ)などが乗り移る。「内外(ウチト)なる人の心ども，物に―・はるるやうにて/竹取」（６）衣などを重ねて着る。［名義抄］（７）〔「圧ふ」と書く〕上からのしかかる。押さえつける。「舟は―・ふ海のうちのそらを/土左」[可能] おそえる(三省堂　スーパー大辞林) おそう【襲う】attack (襲撃);→英和fall on;raid (警察の手入れ);→英和visit[strike](災害などが).→英和襲われる be attacked[visited]&lt;by&gt;;be seized&lt;with a panic&gt;.,,日文N2單字,日文N2單字
鹿/シカ,しか [0][2] 【鹿】〔古くは「か」といい，「めか（女鹿）」に対して牡鹿を呼んだものという〕（１）偶蹄目シカ科の哺乳類の総称。体重10キログラム以下から800キログラムまで，多くの種類がみられる。細長い四肢をもつ優美な外形で，枝分かれした大きな角が特徴的。灰色・褐色など体色の変異は大きい。森林・草原からツンドラまで広く分布する。（２）{（１）}のうち特にニホンジカを指す。[季]秋。（３）遊女の階級の一つで，「囲(カコイ)」の異名。鹿恋(カコヒ)の字を当てるところからいう。「香こそ愛らし梅（＝天神）の花，―の起きふししをらしく/浮世草子・元禄太平記」(三省堂　スーパー大辞林) しか【鹿】a deer;→英和a stag (雄);→英和a hind (雌).→英和〜の肉 venison.→英和〜の角 an antler.→英和,,日文N2單字,日文N2單字
食料,しょく-りょう ―レウ [2] 【食料】名：食物（１）食べ物。また，食べ物になる材料。（２）食べ物の代金。食費。じきりょう。「此金を―に，金の続く間お前を世話して呉れとのこと/正直者（独歩）」→食料(１)[表](三省堂　スーパー大辞林) しょくりょう【食料(品)】(an article of) food;→英和foodstuffs;provisions.‖食料品商 a dealer in foodstuffs;a grocer;a groceryman.食料品店&lt;米&gt;a grocery (store);&lt;英&gt;a grocer's (shop).,,日文N2單字,日文N2單字
急増,きゅう-ぞう [0] 【急増】（名自サ）劇增、驟增急に増えること。⇔急減「―する都市人口」(三省堂　スーパー大辞林) きゅうぞう【急増】a sudden increase.〜する increase suddenly[rapidly].,,日文N2單字,日文N2單字
白を切る,しろをきる：裝不知道,,日文N2單字,日文N2單字
兇器,&nbsp;きょう-き [1] 【凶器・兇器】名詞（１）人を殺傷するに足る器具。銃砲・刀剣類などのほか，用法によっては殺傷の道具となりうるものも含まれる。（２）人を殺傷するのに用いられた器具。,,日文N2單字,日文N2單字
探す,さが・す [0] 【探す・捜す・涼す】（他動）（１）必要なものや失ったものを見つけようとする。《探・捜》「安い下宿を―・す」「仕事を―・す」「財布を―・す」「犯人を―・す」（２）ものを見つけるためにかき回す。「押し入れを―・す」（３）中にある物を表し出す。「このふる里の女の前にてだにつつみ侍るものを，さる所にて才―・しいで侍らむよ/紫式部日記」（４）他の動詞の連用形に付いて，度を越して…する，の意を表す。「ふみ付け��ふみ―・されて土まぶれ/浄瑠璃・天網島（上）」[可能] さがせる[慣用] 鉦(カネ)や太鼓(タイコ)で―・草の根分けて―,,日文N2單字,日文N2單字
手がかり,て-がかり [2] 【手掛(か)り・手懸(か)り】名：線索、頭緒（１）手をかける所。とりつく所。「わずかのくぼみを―に岩場を登る」（２）考えたり調べたりするためのよすがとなるもの。いとぐち。「犯人捜索の―をつかむ」＝ヒント,,日文N2單字,日文N2單字
チベット,西藏,,日文N2文法,日文N2文法
雇用者,こよう-しゃ [2] 【雇用者・雇傭者】他人に雇われ，報酬を受けて働いている者。,,日文N2單字,日文N2單字
意志,&nbsp;い-し [1] 【意志】名：意思、心意(しようとする考え方)（１）考え。意向。「―を固める」（２）物事をなすにあたっての積極的なこころざし。「―の強い人」「―の力でやりとげる」（３）〔哲・倫〕〔will〕ある目的を実現するために自発的で意識的な行動を生起させる内的意欲。道徳的価値評価の原因ともなる。（４）〔心〕 生活体が示す目的的行動を生起させ，それを統制する心的過程。反射的・本能的な行動とは区別される。（５）文法で，話し手のある事を実現させようとする意向を表す言い方。口語では助動詞「う・よう」，文語では助動詞「む（ん）」「むず（んず）」を付けて言い表す。,,日文N2單字,日文N2單字
強制,きょう-せい [0] 【強制】（名他サ）強制、強迫力によって他人を従わせること。むりじい。「労働を―する」,,日文N2單字,日文N2單字
連れてくる,つれてくる [他V]&nbsp; 帶(人)...來資料を持ってくる　帶(物)...來,,日文N2單字,日文N2單字
修理,しゅう-り&nbsp; [1] 【修理】[名、他サ]＝直す&nbsp; 修理こわれた所をつくろって直すこと。修繕。「屋根を―する」「自動車の―工場」,,日文N2單字,日文N2單字
問い合わせる,とい-あわ・せる [5][0] 【問い合(わ)せる】（他動サ下一）＝聞く/詢問よくわからない点を手紙・電話などで聞いて確かめる。照会する。「正確な日時を電話で―・せる」,,日文N3單字,日文N3單字
メール,メール [1] 〖mail〗名、他自サ郵便。寄信。傳訊息。「ダイレクト-―」,,日文N2單字,日文N2單字
細心,さい-しん [0] 【細心】（名・な形動）細心、周密、謹慎細かな点にまで気を配る・こと（さま）。「―の注意を払う」「―熟慮」[派生] ――さ（名）,,日文N2單字,日文N2單字
予知,よ-ち [1] 【予知】 （名、他サ）預知、預先知道（１）物事が起こる前にそれを知ること。「火山の爆発を―する」「地震の―」（２）〔心〕 超心理学の用語。超感覚的知覚の一。現在の科学では予測不能な未来の出来事を正しく知ること。また，その能力。,,日文N2單字,日文N2單字
熱を吹く,ねつをふく/吹牛、說大話彼はいつも勝手な熱を吹いてる/吹牛、說大話,,日文N2單字,日文N2單字
後日,ご-じつ [1][0] 【後日】名：日後、過幾天（１）のちの日。＝今後。将来。「―に問題を残す」（２）事件などのあったその後。ごにち。こうじつ。,,日文N2單字,日文N2單字
案内,あん-ない [3] 【案内】（名、他サ）引導、陪同遊覽（１）人を，その希望する所へ導いて行くこと。「―所」「先に立って―する」（２）説明したりしながら人にある場所などを見せてまわること。また，その人。「館内を―する」「―人」（３）物事の詳細，事情を知らせること。しらせ。「入学―」「―図」「―状」（４）事情や様子をよく知っていること。「その方面には不―だ」→ごあんない（５）人の来訪や用向きを伝えること。取り次ぎ。「受付で―を請う」（６）文書，文案の内容。また特に，官庁の先例や内規を書写した文書。「頭の弁して―は奏せさせ給ふめり/紫式部日記」（７）詳細や事情を尋ねること。「露ばかりにても，漏らし奏し給ふ事やありしと―したまへど/源氏（薄雲）」〔中古の仮名書きの文では「ん」を表記せずに「あない」と書くことが多い。上代から文案の内容の意で用いられ，中古以降，内容・事情の意となった。「案内申す」から（３）（５）の意が生じた〕,,日文N2單字,日文N2單字
反対,はん-たい [0] 【反対】（名・な形・自サ）■一■ （名・な形動）相反＝あべこべ(相反的)（１）物事の位置・順序・方向・状態などが逆の関係にある・こと（さま）。あべこべ。「―の方向に行く」「上下が―になっている」「昨日とは―の事を言う」（２）対(ツイ)になるものの一方。「―の足から踏み出す」■二■ （自サ）反對意見や提案に同意しないこと。さからうこと。⇔賛成「―を押し切る」「提案に―する」「―勢力」「―意見」,,日文N2單字,日文N2單字
兜,かぶと [1] 【兜】名：頭盔（１）頭部を守る武具。頭にかぶる鉢と，鉢から垂らす錏(シコロ)を主要部とする。形式は攻撃用武器の変化に伴い様々の変遷をみた。「鎧―に身を固める」（２）舞楽で用いる鳥兜(トリカブト)のこと。兜（１）[図],,日文N2單字,日文N2單字
経つ,"た・つ [1] 【経つ】（自V）經過（時間）〔「立つ」と同源〕時・時間が経過する。「時が―・つ」「時間が―・つ」「もう少し―・ってから…」(三省堂　スーパー大辞林) たつ【経つ】[時が]pass (by,away);→英和go by;fly (速く);→英和drag on (遅く).もう少し (2 日)経ってから a little (two days) later.10分経ったら in ten minutes.",,日文N3單字,日文N3單字
不景気,ふ-けいき [2] 【不景気】（名・な形動）不景氣、蕭條（１）社会全体の経済状態に活気がないこと。景気が悪いこと。また，そのさま。不況。⇔好景気「―な世の中」（２）商売が繁盛しないこと。（３）人の態度や様子に活気がないこと。陰気くさいこと。また，そのさま。「―な顔をしている」（４）みじめったらしいさま。いやみなさま。「およしな―な，小児(コドモ)をだますやうな/人情本・梅児誉美 3」,,日文N2單字,日文N2單字
まいすう,枚数名（紙：衣・版等薄物）張数・件,,日文N2單字,日文N2單字
参る「まいる」,[自五]　來或去　(来る、行く的謙讓語),,日文N2單字,日文N2單字
舞う,まう【舞う】 [0][1] 【舞う】(自五)飛舞、舞蹈（１）音楽などに合わせて，かろやかに手足を動かす。おどる。「舞を―・う」（２）空を飛ぶ。空中をかろやかに動く。「木の葉が―・う」「雪が―・う」「とんびが―・う」（３）くるくるまわる。旋回する。「匏(ヒサゴ)浪上にして―・ひつつ沈まず/日本書紀（仁徳訓）」（４）あちこち動きまわる。「門開けんとする者もあり，橋渡さんとする者もあり。走り―・ふ所に/義経記 2」[可能] まえる類：浮く「うく」自V：浮著（物體浮在水上、浮在半空中）; 突兀、與他人不同,,日文N2單字,日文N2單字
前髪,まえがみ【前髪】名：（１）額に垂らした頭髪。⇔後ろ髪「―をかきあげる」（２）昔，童子や婦人が額の上の部分の頭髪を束ねていたもの。向こう髪。「この―の散るあはれ/浮世草子・五人女 4」（３）元服前の少年。「や―めにまけうか/浄瑠璃・平家女護島」前髪（２）[図],,日文N2單字,日文N2單字
曲がり角,まがり-かど [4][0] 【曲(が)り角】名：街角、轉折點（１）道が曲がっている角の所。（２）物事の変わり目。転機。「人生の―に立つ」,,日文N2單字,日文N2單字
蒔く,ま・く [1] 【蒔く・播く】(他五）播種（１）発芽・生育させるために，植物の種を地面に散らしたり，地中に埋めたりする。「苗代(ナワシロ)に籾(モミ)を―・く」（２）物事の原因をつくる。「自分で―・いた種」（３）蒔絵(マキエ)をするために金銀粉を散らす。「衣筥には黄金して洲流を―・きためり/栄花（駒競べの行幸）」[可能] まける類：植える[うえる]【他下一】,,日文N2單字,日文N2單字
幕「まく」,まく 【幕】幕，帳幕，〈劇〉幕。 場面。■一■ [2] （名）（１）物の隔てや目隠しとして張りめぐらしたり垂らしたりする，広く長く縫い合わせた布。「会場に―を張りめぐらす」（２）芝居などの舞台と客席をしきる大きな布。上演中は開かれ，終わると閉じられる。「―があがる」（３）（ア）芝居で演技の一段落。通常，幕{（２）}があがってから下りるまで。「次の―に出る」（イ）一場面が終わり，幕{（２）}を引いてその場面を終わりにすること。（４）場面。場合。「私の出る―ではない」「さあ是からが僕の―さ/当世書生気質（逍遥）」（５）相撲で，幕内。「―に入る」（６）〔「幕を下ろす」意から〕物事の終わり。「宴会もそろそろ―にしよう」■二■ （接尾）助数詞。芝居の一段落を数えるのに用いる。「三―五場」「一―物」,,日文N2單字,日文N2單字
凝る・こる,こ・る [1] 【凝る】 (自五）（1）凝固，凝集（一か所に寄り集まる。また，氷結する）。（2）酸痛（筋肉が張ってこわばる）。（3）熱中，狂信，專心致志，入迷（趣味・スポーツなどに夢中になる。ふける）。（4）講究，下功夫，精緻（細かい點まで趣味を貫く。意匠をこらす）。...に凝る／對……很講究；講究……。〔「凝らす」に対する自動詞〕,,日文N2單字,日文N2單字
多機能化,たきのうか「名」多功能化,,日文N2單字,日文N2單字
使いこなす,つかい-こな・す&nbsp; [5] 【使いこなす】（他動）運用自如 、操縱使い方を心得て，十分に活用する。能力・特長などを十分発揮させるように働かせる。「辞書を―・す」「大勢の男達を―・す」[可能] つかいこなせる,,日文N1單字_複合動詞,日文N1單字_複合動詞
高層マンション,&nbsp;「名」超高層公寓大廈,,日文N2單字,日文N2單字
生活,せい-かつ&nbsp; [0] 【生活】（名、自サ）（１）暮らしていること。暮らしていくこと。暮らし。「―を営む」（２）生きて活動すること。「アリの―を観察する」（３）暮らしを支えているもの。生計。「―の道を立てる」「―をかける」,,日文N3單字,日文N3單字
一度,いち-ど [3] 【一度】名、副&nbsp;&nbsp;1.一次、2.一旦□一□（１）一回。ひとたび。「前に―見たことがある」（２）（副詞的に用いる）いったん。ひとたび。「―始めたら止められない」〔副詞的用法の場合，アクセントは [0]〕□二□ [2]〔音〕 音程の一。完全一度（同音）と，ある音とそれに変化記号を加えた音との間にできる増一度とがある。(三省堂　スーパー大辞林) いちど【一度】once;→英和one time (一回).→英和〜に at the same time (同時に);at a time (一時に);at a stretch (一気に).→英和,,日文N2單字,日文N2單字
間柄,あいだ-がら [0] 【間柄】名詞（１）血族・親族などのつながりの関係。「伯父と甥(オイ)の―」聯繫、關係（２）交際などから生じる人と人の関係。「親友の―」關係、交情あいだがら【間柄】relation(ship).→英和親しい〜だ be on good terms&lt;with&gt;.彼とはどんな〜か What is he to you?,,日文N2單字,日文N2單字
くだけた言い方,比較輕鬆的說法くだけます[自VII] 變得輕鬆くだけた＝リラックスしている,,日文N2單字,日文N2單字
チャネル登録,訂閱某頻道チャネル [1] 〖channel〗⇒チャンネル(５)登録【とうろく】[名・他サ] 登記、註冊,,日文N2單字,日文N2單字
暇つぶし,ひま-つぶし [0][3] 【暇潰し】名：消遣，消磨時間，浪費時間。 （空いた時間を適當な方法で過ごすこと。または、無駄に時間を費やすこと。）（１）空いた時間を適当な方法ですごすこと。また，そのような物事。「―に本屋をのぞく」（２）無駄に時間を費やすこと。「この繁忙期にそんな―はしていられない」,,日文N2單字,日文N2單字
額,ひたい&nbsp; [0] 【額】名：額頭（１）顔の上部。髪の生え際から眉(マユ)のあたりまでの間。おでこ。ぬか。（２）冠の頂部に当たるところ。厚額・薄額・透き額などがある。甲。→冠（３）童舞(ワラワマイ)の冠。天冠。（４）「平額(ヒラビタイ)」に同じ。（５）「額髪」の略。（６）ものの突き出た部分。「あやふ草は岸の―に生ふらんも/枕草子 66」(三省堂　スーパー大辞林) ひたい【額】the forehead.→英和〜にしわを寄せる frown&lt;at&gt;;→英和knit one's brows.,,日文N2單字,日文N2單字
植木鉢,うえき-ばち [3] 【植木鉢】名：花盆→鉢[はち]植木や草花を植える鉢。,,日文N2單字,日文N2單字
通気性,つうき-せい [0] 【通気性】名：透氣性空気を流通させる性質。「―のいい繊維」,,日文N2單字,日文N2單字
ペーパーカンパニー,ペーパー-カンパニー [5]〔和 paper＋company〕税金逃れを目的にするなど，登記だけしてあって実体のない会社。,,日文N2單字,日文N2單字
実態,じっ-たい [0] 【実態】名：實際狀況実際のありさま。実情。「―調査」(三省堂　スーパー大辞林) じったい【実態】the realities.⇒実情.,,日文N2單字,日文N2單字
進学率,&nbsp;&nbsp; 【しんがくりつ】【名】&nbsp; 升学率,,日文N2單字,日文N2單字
位置付ける,いち-づ・ける [4] 【位置付ける】 （他動カ下一）賦予～地位、位置ある物事が全体の中や他との関係で占める位置を考え定める。「作品を文学史の上に―・ける」位置づけ「いちづけ」「名」至於某種地位,,日文N2單字,日文N2單字
数多い,&nbsp;かずおおい [い形] 許多、多種＝たくさんN５副,,日文N2單字,日文N2單字
異常,い-じょう ―ジヤウ [0] 【異常】（名・な形動）異常、反常普通と違っていること。いつもと違うこと。また，そのさま。⇔正常「―な事態」「今年は―に暑い」[派生] ――さ（名）,,日文N2單字,日文N2單字
